省,市,县,年份,家谱数量
湖南,郴州市,资兴市,1861,1
湖南,郴州市,资兴市,1874,1
湖南,郴州市,资兴市,1876,1
湖南,郴州市,资兴市,1878,1
湖南,郴州市,资兴市,1905,1
湖南,郴州市,资兴市,1906,1
湖南,郴州市,资兴市,1911,1
湖南,郴州市,资兴市,1914,1
湖南,郴州市,资兴市,1916,1
湖南,郴州市,资兴市,1917,1
湖南,郴州市,资兴市,1919,1
湖南,郴州市,资兴市,1920,1
湖南,郴州市,资兴市,1921,1
湖南,郴州市,资兴市,1922,2
湖南,郴州市,资兴市,1926,2
湖南,郴州市,资兴市,1927,2
湖南,郴州市,资兴市,1931,1
湖南,郴州市,资兴市,1933,1
湖南,郴州市,资兴市,1934,1
湖南,郴州市,资兴市,1936,1
湖南,郴州市,资兴市,1937,3
湖南,郴州市,资兴市,1940,1
湖南,郴州市,资兴市,1943,1
湖南,郴州市,资兴市,1946,1
湖南,郴州市,资兴市,1947,1
湖南,郴州市,资兴市,1948,7
湖南,郴州市,资兴市,1949,3
湖南,郴州市,资兴市,1994,1
湖南,郴州市,资兴市,1995,3
湖南,郴州市,资兴市,1996,2
湖南,郴州市,资兴市,1997,1
湖南,郴州市,资兴市,1998,1
湖南,郴州市,资兴市,2002,2
湖南,郴州市,资兴市,2004,1
湖南,郴州市,资兴市,2006,1
湖南,郴州市,资兴市,2007,1
湖南,郴州市,资兴市,2008,1
湖南,郴州市,资兴市,2019,1
湖南,郴州市,资兴市,2023,1
湖南,长沙市,宁乡县,1701,1
湖南,长沙市,宁乡县,1708,1
湖南,长沙市,宁乡县,1714,1
湖南,长沙市,宁乡县,1723,1
湖南,长沙市,宁乡县,1733,1
湖南,长沙市,宁乡县,1734,1
湖南,长沙市,宁乡县,1740,1
湖南,长沙市,宁乡县,1741,1
湖南,长沙市,宁乡县,1744,1
湖南,长沙市,宁乡县,1749,3
湖南,长沙市,宁乡县,1757,1
湖南,长沙市,宁乡县,1759,1
湖南,长沙市,宁乡县,1764,1
湖南,长沙市,宁乡县,1770,1
湖南,长沙市,宁乡县,1778,1
湖南,长沙市,宁乡县,1780,1
湖南,长沙市,宁乡县,1785,1
湖南,长沙市,宁乡县,1786,1
湖南,长沙市,宁乡县,1787,1
湖南,长沙市,宁乡县,1790,2
湖南,长沙市,宁乡县,1792,1
湖南,长沙市,宁乡县,1794,1
湖南,长沙市,宁乡县,1798,2
湖南,长沙市,宁乡县,1799,2
湖南,长沙市,宁乡县,1800,1
湖南,长沙市,宁乡县,1802,2
湖南,长沙市,宁乡县,1803,1
湖南,长沙市,宁乡县,1806,1
湖南,长沙市,宁乡县,1807,2
湖南,长沙市,宁乡县,1808,1
湖南,长沙市,宁乡县,1809,1
湖南,长沙市,宁乡县,1810,1
湖南,长沙市,宁乡县,1811,1
湖南,长沙市,宁乡县,1813,1
湖南,长沙市,宁乡县,1814,2
湖南,长沙市,宁乡县,1815,1
湖南,长沙市,宁乡县,1816,1
湖南,长沙市,宁乡县,1817,1
湖南,长沙市,宁乡县,1818,1
湖南,长沙市,宁乡县,1819,1
湖南,长沙市,宁乡县,1821,1
湖南,长沙市,宁乡县,1823,2
湖南,长沙市,宁乡县,1824,1
湖南,长沙市,宁乡县,1825,1
湖南,长沙市,宁乡县,1826,1
湖南,长沙市,宁乡县,1827,1
湖南,长沙市,宁乡县,1828,1
湖南,长沙市,宁乡县,1830,2
湖南,长沙市,宁乡县,1832,3
湖南,长沙市,宁乡县,1833,3
湖南,长沙市,宁乡县,1834,2
湖南,长沙市,宁乡县,1837,1
湖南,长沙市,宁乡县,1838,2
湖南,长沙市,宁乡县,1839,2
湖南,长沙市,宁乡县,1840,2
湖南,长沙市,宁乡县,1841,1
湖南,长沙市,宁乡县,1842,4
湖南,长沙市,宁乡县,1843,1
湖南,长沙市,宁乡县,1844,2
湖南,长沙市,宁乡县,1845,2
湖南,长沙市,宁乡县,1847,1
湖南,长沙市,宁乡县,1848,1
湖南,长沙市,宁乡县,1850,2
湖南,长沙市,宁乡县,1851,4
湖南,长沙市,宁乡县,1854,2
湖南,长沙市,宁乡县,1857,3
湖南,长沙市,宁乡县,1858,5
湖南,长沙市,宁乡县,1859,3
湖南,长沙市,宁乡县,1860,5
湖南,长沙市,宁乡县,1861,5
湖南,长沙市,宁乡县,1862,3
湖南,长沙市,宁乡县,1863,3
湖南,长沙市,宁乡县,1864,1
湖南,长沙市,宁乡县,1865,2
湖南,长沙市,宁乡县,1866,5
湖南,长沙市,宁乡县,1867,5
湖南,长沙市,宁乡县,1868,2
湖南,长沙市,宁乡县,1869,2
湖南,长沙市,宁乡县,1870,2
湖南,长沙市,宁乡县,1871,8
湖南,长沙市,宁乡县,1872,1
湖南,长沙市,宁乡县,1873,2
湖南,长沙市,宁乡县,1874,4
湖南,长沙市,宁乡县,1875,3
湖南,长沙市,宁乡县,1876,3
湖南,长沙市,宁乡县,1877,5
湖南,长沙市,宁乡县,1878,4
湖南,长沙市,宁乡县,1879,3
湖南,长沙市,宁乡县,1880,2
湖南,长沙市,宁乡县,1881,2
湖南,长沙市,宁乡县,1882,4
湖南,长沙市,宁乡县,1883,3
湖南,长沙市,宁乡县,1884,1
湖南,长沙市,宁乡县,1885,4
湖南,长沙市,宁乡县,1886,1
湖南,长沙市,宁乡县,1887,1
湖南,长沙市,宁乡县,1888,5
湖南,长沙市,宁乡县,1889,3
湖南,长沙市,宁乡县,1890,3
湖南,长沙市,宁乡县,1891,3
湖南,长沙市,宁乡县,1892,6
湖南,长沙市,宁乡县,1893,3
湖南,长沙市,宁乡县,1894,5
湖南,长沙市,宁乡县,1895,6
湖南,长沙市,宁乡县,1896,1
湖南,长沙市,宁乡县,1897,6
湖南,长沙市,宁乡县,1898,6
湖南,长沙市,宁乡县,1900,2
湖南,长沙市,宁乡县,1901,3
湖南,长沙市,宁乡县,1902,2
湖南,长沙市,宁乡县,1903,4
湖南,长沙市,宁乡县,1904,5
湖南,长沙市,宁乡县,1905,3
湖南,长沙市,宁乡县,1906,2
湖南,长沙市,宁乡县,1907,8
湖南,长沙市,宁乡县,1908,5
湖南,长沙市,宁乡县,1909,4
湖南,长沙市,宁乡县,1910,3
湖南,长沙市,宁乡县,1911,3
湖南,长沙市,宁乡县,1912,1
湖南,长沙市,宁乡县,1913,8
湖南,长沙市,宁乡县,1914,13
湖南,长沙市,宁乡县,1915,5
湖南,长沙市,宁乡县,1916,5
湖南,长沙市,宁乡县,1917,5
湖南,长沙市,宁乡县,1918,3
湖南,长沙市,宁乡县,1919,1
湖南,长沙市,宁乡县,1920,3
湖南,长沙市,宁乡县,1921,10
湖南,长沙市,宁乡县,1922,8
湖南,长沙市,宁乡县,1923,3
湖南,长沙市,宁乡县,1924,10
湖南,长沙市,宁乡县,1925,7
湖南,长沙市,宁乡县,1926,3
湖南,长沙市,宁乡县,1927,4
湖南,长沙市,宁乡县,1928,13
湖南,长沙市,宁乡县,1929,12
湖南,长沙市,宁乡县,1930,8
湖南,长沙市,宁乡县,1931,9
湖南,长沙市,宁乡县,1932,5
湖南,长沙市,宁乡县,1933,4
湖南,长沙市,宁乡县,1934,1
湖南,长沙市,宁乡县,1935,5
湖南,长沙市,宁乡县,1936,11
湖南,长沙市,宁乡县,1937,4
湖南,长沙市,宁乡县,1938,7
湖南,长沙市,宁乡县,1939,8
湖南,长沙市,宁乡县,1940,1
湖南,长沙市,宁乡县,1942,4
湖南,长沙市,宁乡县,1943,8
湖南,长沙市,宁乡县,1944,1
湖南,长沙市,宁乡县,1945,3
湖南,长沙市,宁乡县,1946,3
湖南,长沙市,宁乡县,1947,7
湖南,长沙市,宁乡县,1948,32
湖南,长沙市,宁乡县,1949,4
湖南,长沙市,宁乡县,1998,2
湖南,长沙市,宁乡县,2001,1
湖南,长沙市,宁乡县,2002,1
湖南,长沙市,宁乡县,2004,1
湖南,长沙市,宁乡市,1845,1
湖南,长沙市,宁乡市,1907,1
湖南,长沙市,宁乡市,1949,15
湖南,长沙市,宁乡市,1989,2
湖南,长沙市,宁乡市,1990,1
湖南,长沙市,宁乡市,1993,2
湖南,长沙市,宁乡市,1994,3
湖南,长沙市,宁乡市,1995,6
湖南,长沙市,宁乡市,1996,6
湖南,长沙市,宁乡市,1997,3
湖南,长沙市,宁乡市,1998,3
湖南,长沙市,宁乡市,1999,1
湖南,长沙市,宁乡市,2000,4
湖南,长沙市,宁乡市,2001,2
湖南,长沙市,宁乡市,2003,2
湖南,长沙市,宁乡市,2004,5
湖南,长沙市,宁乡市,2005,3
湖南,长沙市,宁乡市,2006,6
湖南,长沙市,宁乡市,2008,5
湖南,长沙市,宁乡市,2009,3
湖南,长沙市,宁乡市,2010,1
湖南,长沙市,宁乡市,2011,1
湖南,长沙市,宁乡市,2012,2
湖南,长沙市,宁乡市,2013,2
湖南,长沙市,宁乡市,2014,1
湖南,长沙市,宁乡市,2015,4
湖南,长沙市,宁乡市,2016,3
湖南,长沙市,宁乡市,2017,4
湖南,长沙市,宁乡市,2018,2
湖南,长沙市,宁乡市,2019,5
湖南,长沙市,宁乡市,2020,8
湖南,长沙市,宁乡市,2021,1
湖南,长沙市,宁乡市,2022,1
湖南,长沙市,岳麓区,2011,1
湖南,长沙市,岳麓区,2013,1
湖南,长沙市,开福区,2003,1
湖南,长沙市,望城区,1996,1
湖南,长沙市,望城区,2004,1
湖南,长沙市,望城区,2005,1
湖南,长沙市,望城区,2006,2
湖南,长沙市,望城区,2007,1
湖南,长沙市,望城区,2011,1
湖南,长沙市,望城区,2013,1
湖南,长沙市,望城区,2021,1
湖南,长沙市,望城区,2022,1
湖南,长沙市,望城区,2023,1
湖南,长沙市,望城县,1914,1
湖南,长沙市,望城县,1922,1
湖南,长沙市,望城县,1925,1
湖南,长沙市,望城县,1999,1
湖南,长沙市,浏阳市,1673,1
湖南,长沙市,浏阳市,1733,1
湖南,长沙市,浏阳市,1753,1
湖南,长沙市,浏阳市,1756,1
湖南,长沙市,浏阳市,1762,1
湖南,长沙市,浏阳市,1763,1
湖南,长沙市,浏阳市,1766,1
湖南,长沙市,浏阳市,1768,1
湖南,长沙市,浏阳市,1769,1
湖南,长沙市,浏阳市,1770,1
湖南,长沙市,浏阳市,1793,1
湖南,长沙市,浏阳市,1799,2
湖南,长沙市,浏阳市,1800,1
湖南,长沙市,浏阳市,1807,4
湖南,长沙市,浏阳市,1812,1
湖南,长沙市,浏阳市,1813,1
湖南,长沙市,浏阳市,1814,1
湖南,长沙市,浏阳市,1816,1
湖南,长沙市,浏阳市,1817,1
湖南,长沙市,浏阳市,1818,3
湖南,长沙市,浏阳市,1820,2
湖南,长沙市,浏阳市,1821,1
湖南,长沙市,浏阳市,1823,1
湖南,长沙市,浏阳市,1826,3
湖南,长沙市,浏阳市,1827,1
湖南,长沙市,浏阳市,1828,1
湖南,长沙市,浏阳市,1829,1
湖南,长沙市,浏阳市,1831,1
湖南,长沙市,浏阳市,1832,1
湖南,长沙市,浏阳市,1833,5
湖南,长沙市,浏阳市,1838,2
湖南,长沙市,浏阳市,1840,1
湖南,长沙市,浏阳市,1841,1
湖南,长沙市,浏阳市,1842,2
湖南,长沙市,浏阳市,1843,3
湖南,长沙市,浏阳市,1844,4
湖南,长沙市,浏阳市,1845,1
湖南,长沙市,浏阳市,1846,2
湖南,长沙市,浏阳市,1847,2
湖南,长沙市,浏阳市,1848,3
湖南,长沙市,浏阳市,1849,1
湖南,长沙市,浏阳市,1850,1
湖南,长沙市,浏阳市,1851,1
湖南,长沙市,浏阳市,1852,1
湖南,长沙市,浏阳市,1854,1
湖南,长沙市,浏阳市,1855,4
湖南,长沙市,浏阳市,1856,2
湖南,长沙市,浏阳市,1859,4
湖南,长沙市,浏阳市,1860,3
湖南,长沙市,浏阳市,1861,3
湖南,长沙市,浏阳市,1862,1
湖南,长沙市,浏阳市,1863,2
湖南,长沙市,浏阳市,1864,7
湖南,长沙市,浏阳市,1865,1
湖南,长沙市,浏阳市,1866,6
湖南,长沙市,浏阳市,1867,1
湖南,长沙市,浏阳市,1868,3
湖南,长沙市,浏阳市,1870,1
湖南,长沙市,浏阳市,1871,4
湖南,长沙市,浏阳市,1872,5
湖南,长沙市,浏阳市,1873,5
湖南,长沙市,浏阳市,1874,4
湖南,长沙市,浏阳市,1875,3
湖南,长沙市,浏阳市,1877,1
湖南,长沙市,浏阳市,1878,2
湖南,长沙市,浏阳市,1879,1
湖南,长沙市,浏阳市,1880,5
湖南,长沙市,浏阳市,1881,6
湖南,长沙市,浏阳市,1882,1
湖南,长沙市,浏阳市,1883,2
湖南,长沙市,浏阳市,1884,4
湖南,长沙市,浏阳市,1885,3
湖南,长沙市,浏阳市,1886,2
湖南,长沙市,浏阳市,1887,5
湖南,长沙市,浏阳市,1888,3
湖南,长沙市,浏阳市,1889,4
湖南,长沙市,浏阳市,1890,1
湖南,长沙市,浏阳市,1891,3
湖南,长沙市,浏阳市,1892,5
湖南,长沙市,浏阳市,1893,4
