省,市,县,年份,家谱数量
河南,平顶山市,郏县,2014,1
河南,平顶山市,郏县,2015,1
河南,平顶山市,郏县,2017,1
河南,平顶山市,郏县,2018,1
河南,平顶山市,郏县,2020,1
河南,平顶山市,鲁山县,1838,1
河南,平顶山市,鲁山县,1917,1
河南,平顶山市,鲁山县,1918,1
河南,平顶山市,鲁山县,1999,3
河南,平顶山市,鲁山县,2000,1
河南,平顶山市,鲁山县,2002,1
河南,平顶山市,鲁山县,2004,1
河南,平顶山市,鲁山县,2008,1
河南,平顶山市,鲁山县,2009,1
河南,平顶山市,鲁山县,2010,2
河南,平顶山市,鲁山县,2011,1
河南,平顶山市,鲁山县,2013,3
河南,平顶山市,鲁山县,2015,3
河南,平顶山市,鲁山县,2019,1
河南,开封市,兰考县,1806,1
河南,开封市,兰考县,1932,1
河南,开封市,兰考县,1941,1
河南,开封市,兰考县,1983,1
河南,开封市,兰考县,1993,1
河南,开封市,兰考县,2006,1
河南,开封市,兰考县,2011,1
河南,开封市,兰考县,2014,1
河南,开封市,兰考县,2016,2
河南,开封市,兰考县,2017,1
河南,开封市,兰考县,2018,1
河南,开封市,兰考县,2019,1
河南,开封市,尉氏县,2000,1
河南,开封市,尉氏县,2008,1
河南,开封市,尉氏县,2009,1
河南,开封市,尉氏县,2011,1
河南,开封市,尉氏县,2012,2
河南,开封市,尉氏县,2013,3
河南,开封市,尉氏县,2016,1
河南,开封市,尉氏县,2017,1
河南,开封市,杞县,1788,1
河南,开封市,杞县,1810,1
河南,开封市,杞县,1885,1
河南,开封市,杞县,1911,1
河南,开封市,杞县,1919,1
河南,开封市,杞县,1929,1
河南,开封市,杞县,1934,1
河南,开封市,杞县,1987,1
河南,开封市,杞县,1988,1
河南,开封市,杞县,1990,1
河南,开封市,杞县,1994,1
河南,开封市,杞县,1995,1
河南,开封市,杞县,2007,2
河南,开封市,杞县,2013,1
河南,开封市,杞县,2015,3
河南,开封市,杞县,2017,1
河南,开封市,杞县,2019,3
河南,开封市,祥符区,1999,1
河南,开封市,祥符区,2014,1
河南,开封市,通许县,1911,1
河南,开封市,通许县,1941,1
河南,开封市,通许县,1984,1
河南,开封市,通许县,1985,1
河南,开封市,通许县,1986,1
河南,开封市,通许县,1990,1
河南,开封市,通许县,1991,1
河南,开封市,通许县,1999,1
河南,开封市,通许县,2000,1
河南,开封市,通许县,2002,1
河南,开封市,通许县,2007,1
河南,开封市,通许县,2011,1
河南,开封市,通许县,2013,1
河南,开封市,通许县,2015,1
河南,开封市,通许县,2016,1
河南,开封市,通许县,2021,1
河南,新乡市,卫辉市,1931,1
河南,新乡市,卫辉市,1996,1
河南,新乡市,卫辉市,1999,1
河南,新乡市,卫辉市,2007,1
河南,新乡市,卫辉市,2012,1
河南,新乡市,卫辉市,2018,2
河南,新乡市,卫辉市,2020,1
河南,新乡市,原阳县,1984,1
河南,新乡市,原阳县,1986,1
河南,新乡市,原阳县,1997,1
河南,新乡市,原阳县,2008,1
河南,新乡市,原阳县,2010,1
河南,新乡市,原阳县,2013,1
河南,新乡市,原阳县,2015,1
河南,新乡市,原阳县,2016,2
河南,新乡市,原阳县,2017,1
河南,新乡市,封丘县,1832,1
河南,新乡市,封丘县,1935,1
河南,新乡市,封丘县,1941,1
河南,新乡市,封丘县,1985,1
河南,新乡市,封丘县,1997,1
河南,新乡市,封丘县,2008,1
河南,新乡市,封丘县,2013,3
河南,新乡市,封丘县,2014,1
河南,新乡市,封丘县,2015,1
河南,新乡市,封丘县,2017,3
河南,新乡市,封丘县,2018,3
河南,新乡市,延津县,1872,1
河南,新乡市,延津县,1944,1
河南,新乡市,延津县,1993,1
河南,新乡市,延津县,1995,1
河南,新乡市,延津县,1996,2
河南,新乡市,延津县,2013,1
河南,新乡市,延津县,2016,1
河南,新乡市,新乡县,1980,1
河南,新乡市,新乡县,1994,1
河南,新乡市,新乡县,2015,1
河南,新乡市,新乡县,2016,1
河南,新乡市,新乡县,2018,1
河南,新乡市,新乡市平原城乡一体化示范区,2019,1
河南,新乡市,红旗区,2014,1
河南,新乡市,红旗区,2018,1
河南,新乡市,获嘉县,1793,1
河南,新乡市,获嘉县,1815,1
河南,新乡市,获嘉县,1841,1
河南,新乡市,获嘉县,1866,1
河南,新乡市,获嘉县,1897,1
河南,新乡市,获嘉县,1907,1
河南,新乡市,获嘉县,1924,1
河南,新乡市,获嘉县,1930,1
河南,新乡市,获嘉县,1939,1
河南,新乡市,获嘉县,1992,1
河南,新乡市,获嘉县,1997,1
河南,新乡市,获嘉县,1998,1
河南,新乡市,获嘉县,2006,1
河南,新乡市,获嘉县,2013,2
河南,新乡市,获嘉县,2015,2
河南,新乡市,获嘉县,2017,1
河南,新乡市,获嘉县,2019,1
河南,新乡市,获嘉县,2023,1
河南,新乡市,辉县,1654,1
河南,新乡市,辉县,1924,1
河南,新乡市,辉县市,1984,1
河南,新乡市,辉县市,1986,1
河南,新乡市,辉县市,1990,1
河南,新乡市,辉县市,1998,1
河南,新乡市,辉县市,2001,1
河南,新乡市,辉县市,2015,1
河南,新乡市,辉县市,2018,1
河南,新乡市,长垣县,1883,1
河南,新乡市,长垣市,1981,1
河南,新乡市,长垣市,1982,1
河南,新乡市,长垣市,1984,1
河南,新乡市,长垣市,1991,1
河南,新乡市,长垣市,1997,1
河南,新乡市,长垣市,1998,1
河南,新乡市,长垣市,1999,2
河南,新乡市,长垣市,2002,1
河南,新乡市,长垣市,2008,2
河南,新乡市,长垣市,2010,1
河南,新乡市,长垣市,2011,1
河南,新乡市,长垣市,2012,3
河南,新乡市,长垣市,2013,3
河南,新乡市,长垣市,2016,1
河南,新乡市,长垣市,2017,1
河南,新乡市,长垣市,2018,2
河南,新乡市,长垣市,2019,1
河南,洛阳市,伊川县,1792,1
河南,洛阳市,伊川县,1985,1
河南,洛阳市,伊川县,1988,1
河南,洛阳市,伊川县,1993,1
河南,洛阳市,伊川县,1997,1
河南,洛阳市,伊川县,2000,1
河南,洛阳市,伊川县,2004,1
河南,洛阳市,伊川县,2011,1
河南,洛阳市,伊川县,2016,1
河南,洛阳市,伊川县,2017,2
河南,洛阳市,偃师市,1937,1
河南,洛阳市,偃师市,1992,1
河南,洛阳市,偃师市,1993,1
河南,洛阳市,偃师市,1996,2
河南,洛阳市,偃师市,1998,3
河南,洛阳市,偃师市,2001,1
河南,洛阳市,偃师市,2002,1
河南,洛阳市,偃师市,2003,3
河南,洛阳市,偃师市,2007,1
河南,洛阳市,偃师市,2008,1
河南,洛阳市,偃师市,2009,1
河南,洛阳市,偃师市,2010,1
河南,洛阳市,偃师市,2012,1
河南,洛阳市,偃师市,2013,2
河南,洛阳市,偃师市,2014,2
河南,洛阳市,偃师市,2015,2
河南,洛阳市,偃师市,2017,2
河南,洛阳市,偃师市,2018,1
河南,洛阳市,吉利区,2001,1
河南,洛阳市,孟津县,1922,1
河南,洛阳市,孟津县,1934,2
河南,洛阳市,孟津县,1981,1
河南,洛阳市,孟津县,1986,1
河南,洛阳市,孟津县,1990,2
河南,洛阳市,孟津县,1995,2
河南,洛阳市,孟津县,1996,1
河南,洛阳市,孟津县,1997,2
河南,洛阳市,孟津县,1998,2
河南,洛阳市,孟津县,2000,1
河南,洛阳市,孟津县,2004,1
河南,洛阳市,孟津县,2006,1
河南,洛阳市,孟津县,2008,1
河南,洛阳市,孟津县,2010,1
河南,洛阳市,孟津县,2014,1
河南,洛阳市,孟津县,2015,3
河南,洛阳市,宜阳县,1873,1
河南,洛阳市,宜阳县,1987,1
河南,洛阳市,宜阳县,1988,1
河南,洛阳市,宜阳县,1990,2
河南,洛阳市,宜阳县,1991,1
河南,洛阳市,宜阳县,1993,3
河南,洛阳市,宜阳县,1994,1
河南,洛阳市,宜阳县,1996,1
河南,洛阳市,宜阳县,1997,1
河南,洛阳市,宜阳县,1998,1
河南,洛阳市,宜阳县,2000,2
河南,洛阳市,宜阳县,2003,1
河南,洛阳市,宜阳县,2005,3
河南,洛阳市,宜阳县,2014,1
河南,洛阳市,宜阳县,2015,1
河南,洛阳市,宜阳县,2016,2
河南,洛阳市,宜阳县,2017,1
河南,洛阳市,宜阳县,2018,1
河南,洛阳市,宜阳县,2019,1
河南,洛阳市,嵩县,1844,1
河南,洛阳市,嵩县,1894,1
河南,洛阳市,嵩县,1922,1
河南,洛阳市,嵩县,1925,1
河南,洛阳市,嵩县,1932,1
河南,洛阳市,嵩县,1933,1
河南,洛阳市,嵩县,1936,1
河南,洛阳市,嵩县,1990,1
河南,洛阳市,嵩县,1996,3
河南,洛阳市,嵩县,1997,4
河南,洛阳市,嵩县,2000,1
河南,洛阳市,嵩县,2006,1
河南,洛阳市,嵩县,2014,2
河南,洛阳市,嵩县,2019,1
河南,洛阳市,新安县,1824,1
河南,洛阳市,新安县,1845,1
河南,洛阳市,新安县,1930,1
河南,洛阳市,新安县,1932,1
河南,洛阳市,新安县,1961,1
河南,洛阳市,新安县,1985,1
河南,洛阳市,新安县,1989,1
河南,洛阳市,新安县,1990,2
河南,洛阳市,新安县,1991,3
河南,洛阳市,新安县,1992,2
河南,洛阳市,新安县,1993,1
河南,洛阳市,新安县,1994,1
河南,洛阳市,新安县,1995,1
河南,洛阳市,新安县,1996,2
河南,洛阳市,新安县,1997,1
河南,洛阳市,新安县,1999,1
河南,洛阳市,新安县,2000,2
河南,洛阳市,新安县,2001,1
河南,洛阳市,新安县,2005,2
河南,洛阳市,新安县,2010,1
河南,洛阳市,新安县,2012,3
河南,洛阳市,新安县,2014,2
河南,洛阳市,新安县,2015,1
河南,洛阳市,新安县,2016,2
河南,洛阳市,新安县,2021,1
河南,洛阳市,栾川县,1992,1
河南,洛阳市,栾川县,2004,1
河南,洛阳市,栾川县,2015,1
河南,洛阳市,栾川县,2016,1
河南,洛阳市,栾川县,2017,1
河南,洛阳市,汝阳县,1991,1
河南,洛阳市,汝阳县,1992,1
河南,洛阳市,汝阳县,1999,1
河南,洛阳市,汝阳县,2006,1
河南,洛阳市,汝阳县,2014,1
河南,洛阳市,汝阳县,2017,1
河南,洛阳市,汝阳县,2018,3
河南,洛阳市,汝阳县,2020,1
河南,洛阳市,汝阳县,2021,1
河南,洛阳市,洛宁县,1596,1
河南,洛阳市,洛宁县,1657,1
河南,洛阳市,洛宁县,1723,1
河南,洛阳市,洛宁县,1788,1
河南,洛阳市,洛宁县,1797,1
河南,洛阳市,洛宁县,1804,1
河南,洛阳市,洛宁县,1825,1
河南,洛阳市,洛宁县,1842,1
河南,洛阳市,洛宁县,1847,1
河南,洛阳市,洛宁县,1851,1
河南,洛阳市,洛宁县,1860,1
河南,洛阳市,洛宁县,1865,2
河南,洛阳市,洛宁县,1872,1
河南,洛阳市,洛宁县,1874,1
河南,洛阳市,洛宁县,1875,1
河南,洛阳市,洛宁县,1882,1
河南,洛阳市,洛宁县,1886,1
河南,洛阳市,洛宁县,1893,2
河南,洛阳市,洛宁县,1897,1
河南,洛阳市,洛宁县,1900,1
河南,洛阳市,洛宁县,1904,1
河南,洛阳市,洛宁县,1905,1
河南,洛阳市,洛宁县,1906,1
河南,洛阳市,洛宁县,1908,2
河南,洛阳市,洛宁县,1909,1
河南,洛阳市,洛宁县,1916,1
河南,洛阳市,洛宁县,1919,1
河南,洛阳市,洛宁县,1922,1
河南,洛阳市,洛宁县,1923,1
河南,洛阳市,洛宁县,1930,1
河南,洛阳市,洛宁县,1932,1
河南,洛阳市,洛宁县,1933,2
河南,洛阳市,洛宁县,1935,1
河南,洛阳市,洛宁县,1941,1
河南,洛阳市,洛宁县,1947,1
河南,洛阳市,洛宁县,1949,3
河南,洛阳市,洛宁县,1950,1
河南,洛阳市,洛宁县,1963,1
河南,洛阳市,洛宁县,1983,1
河南,洛阳市,洛宁县,1984,1
河南,洛阳市,洛宁县,1985,4
河南,洛阳市,洛宁县,1986,7
河南,洛阳市,洛宁县,1987,4
河南,洛阳市,洛宁县,1988,4
河南,洛阳市,洛宁县,1989,3
河南,洛阳市,洛宁县,1990,8
河南,洛阳市,洛宁县,1991,8
河南,洛阳市,洛宁县,1992,5
河南,洛阳市,洛宁县,1993,4
河南,洛阳市,洛宁县,1994,6
河南,洛阳市,洛宁县,1995,14
河南,洛阳市,洛宁县,1996,4
河南,洛阳市,洛宁县,1998,6
河南,洛阳市,洛宁县,1999,3
河南,洛阳市,洛宁县,2000,4
河南,洛阳市,洛宁县,2001,6
河南,洛阳市,洛宁县,2002,5
河南,洛阳市,洛宁县,2003,6
河南,洛阳市,洛宁县,2004,3
河南,洛阳市,洛宁县,2005,1
河南,洛阳市,洛宁县,2018,1
河南,洛阳市,洛龙区,2001,1
河南,洛阳市,洛龙区,2018,1
河南,洛阳市,瀍河回族区,2007,1
河南,洛阳市,老城区,2012,1
河南,漯河市,临颍县,1713,1
河南,漯河市,舞阳县,2020,1
河南,漯河市,郾城区,1923,1
河南,漯河市,郾城区,1996,1
河南,漯河市,郾城区,1998,1
河南,濮阳市,华龙区,2004,1
河南,濮阳市,南乐县,1937,1
河南,濮阳市,南乐县,1995,1
河南,濮阳市,南乐县,2020,1
河南,濮阳市,台前县,2013,1
河南,濮阳市,台前县,2019,1
河南,濮阳市,清丰县,1951,1
河南,濮阳市,清丰县,1986,1
河南,濮阳市,清丰县,1987,1
河南,濮阳市,清丰县,1990,1
河南,濮阳市,清丰县,1994,1
河南,濮阳市,清丰县,2016,1
河南,濮阳市,清丰县,2017,2
河南,濮阳市,清丰县,2019,1
河南,濮阳市,清丰县,2020,1
河南,濮阳市,濮阳县,2008,1
河南,濮阳市,范县,1930,1
河南,濮阳市,范县,2016,1
河南,濮阳市,范县,2019,1
河南,焦作市,修武县,1923,1
河南,焦作市,修武县,1935,1
河南,焦作市,修武县,1988,1
河南,焦作市,修武县,1998,1
河南,焦作市,修武县,2000,1
河南,焦作市,修武县,2014,1
河南,焦作市,修武县,2018,1
河南,焦作市,博爱县,1990,1
河南,焦作市,博爱县,1994,1
河南,焦作市,博爱县,1997,1
河南,焦作市,博爱县,2000,2
河南,焦作市,博爱县,2002,1
河南,焦作市,博爱县,2003,1
河南,焦作市,博爱县,2010,1
河南,焦作市,博爱县,2014,1
河南,焦作市,孟州市,1931,1
河南,焦作市,孟州市,1946,1
河南,焦作市,孟州市,1976,1
河南,焦作市,孟州市,1988,1
河南,焦作市,孟州市,1990,2
河南,焦作市,孟州市,1991,2
河南,焦作市,孟州市,1994,1
河南,焦作市,孟州市,1995,1
河南,焦作市,孟州市,1998,1
河南,焦作市,孟州市,1999,2
河南,焦作市,孟州市,2000,1
河南,焦作市,孟州市,2008,1
河南,焦作市,孟州市,2013,3
河南,焦作市,孟州市,2015,1
河南,焦作市,孟州市,2016,1
河南,焦作市,孟州市,2017,1
河南,焦作市,武陟县,1902,1
河南,焦作市,武陟县,1985,8
河南,焦作市,武陟县,1986,1
河南,焦作市,武陟县,2006,1
河南,焦作市,武陟县,2012,1
河南,焦作市,武陟县,2013,4
河南,焦作市,武陟县,2015,2
河南,焦作市,武陟县,2016,2
河南,焦作市,武陟县,2018,2
河南,焦作市,武陟县,2019,1
河南,焦作市,沁阳市,1587,1
河南,焦作市,沁阳市,1988,2
河南,焦作市,沁阳市,1995,2
河南,焦作市,沁阳市,1996,2
河南,焦作市,沁阳市,1997,3
河南,焦作市,沁阳市,1998,1
河南,焦作市,沁阳市,2000,1
河南,焦作市,沁阳市,2008,1
河南,焦作市,沁阳市,2009,1
河南,焦作市,沁阳市,2011,1
河南,焦作市,沁阳市,2012,1
河南,焦作市,沁阳市,2013,2
河南,焦作市,沁阳市,2014,1
河南,焦作市,沁阳市,2016,1
河南,焦作市,沁阳市,2019,1
河南,焦作市,济源市,1851,1
河南,焦作市,济源市,1916,1
河南,焦作市,济源市,1930,1
河南,焦作市,济源市,1989,1
河南,焦作市,济源市,1991,1
河南,焦作市,济源市,1993,1
河南,焦作市,济源市,1994,1
河南,焦作市,济源市,1995,1
河南,焦作市,济源市,1996,2
河南,焦作市,济源市,1997,1
河南,焦作市,济源市,1998,1
河南,焦作市,济源市,1999,2
河南,焦作市,温县,1924,1
河南,焦作市,温县,1987,1
河南,焦作市,温县,1988,1
河南,焦作市,温县,1990,1
河南,焦作市,温县,1991,1
河南,焦作市,温县,1994,1
河南,焦作市,温县,1998,1
河南,焦作市,温县,2002,2
河南,焦作市,温县,2015,2
河南,焦作市,焦作城乡一体化示范区,2017,1
河南,许昌市,建安区,2020,1
河南,许昌市,禹州市,1926,1
河南,许昌市,禹州市,1927,1
河南,许昌市,禹州市,1992,1
河南,许昌市,禹州市,2000,1
河南,许昌市,禹州市,2007,1
河南,许昌市,禹州市,2009,1
河南,许昌市,禹州市,2010,1
河南,许昌市,禹州市,2013,2
河南,许昌市,禹州市,2014,2
河南,许昌市,禹州市,2017,1
河南,许昌市,禹州市,2019,2
河南,许昌市,襄城县,1997,1
河南,许昌市,襄城县,2001,1
河南,许昌市,襄城县,2012,1
河南,许昌市,襄城县,2014,1
河南,许昌市,襄城县,2017,1
河南,许昌市,襄城县,2018,3
河南,许昌市,襄城县,2019,2
河南,许昌市,鄢陵县,1878,1
河南,许昌市,鄢陵县,1914,3
河南,许昌市,鄢陵县,1917,1
河南,许昌市,鄢陵县,1999,1
河南,许昌市,鄢陵县,2000,1
河南,许昌市,鄢陵县,2004,1
河南,许昌市,鄢陵县,2012,1
河南,许昌市,鄢陵县,2016,2
河南,许昌市,鄢陵县,2021,1
河南,许昌市,长葛市,2014,1
河南,许昌市,长葛市,2017,1
河南,郑州市,上街区,2011,1
河南,郑州市,中原区,1996,1
河南,郑州市,中原区,1997,1
河南,郑州市,中原区,2000,1
河南,郑州市,中原区,2010,1
河南,郑州市,中原区,2013,2
河南,郑州市,中原区,2017,1
河南,郑州市,中牟县,1995,1
河南,郑州市,中牟县,2000,1
河南,郑州市,中牟县,2001,2
河南,郑州市,中牟县,2012,1
河南,郑州市,中牟县,2013,2
河南,郑州市,中牟县,2015,2
河南,郑州市,中牟县,2016,3
河南,郑州市,中牟县,2017,1
河南,郑州市,中牟县,2019,1
河南,郑州市,二七区,2004,1
河南,郑州市,二七区,2017,1
河南,郑州市,二七区,2021,1
河南,郑州市,巩义市,1938,1
河南,郑州市,巩义市,1986,2
河南,郑州市,巩义市,1988,1
河南,郑州市,巩义市,1991,1
河南,郑州市,巩义市,1992,1
河南,郑州市,巩义市,1996,2
河南,郑州市,巩义市,1997,2
河南,郑州市,巩义市,1998,4
河南,郑州市,巩义市,1999,4
河南,郑州市,巩义市,2001,1
河南,郑州市,巩义市,2002,3
河南,郑州市,巩义市,2003,1
河南,郑州市,巩义市,2005,1
河南,郑州市,巩义市,2006,2
河南,郑州市,巩义市,2008,3
河南,郑州市,巩义市,2010,2
河南,郑州市,巩义市,2011,7
河南,郑州市,巩义市,2012,3
河南,郑州市,巩义市,2013,1
河南,郑州市,巩义市,2014,6
河南,郑州市,巩义市,2015,2
河南,郑州市,巩义市,2016,4
河南,郑州市,巩义市,2017,4
河南,郑州市,巩义市,2018,1
河南,郑州市,巩义市,2019,1
河南,郑州市,巩义市,2021,1
河南,郑州市,惠济区,1998,1
河南,郑州市,惠济区,2012,1
河南,郑州市,惠济区,2013,1
河南,郑州市,惠济区,2016,1
河南,郑州市,惠济区,2019,1
河南,郑州市,惠济区,2020,1
河南,郑州市,新密市,1438,1
河南,郑州市,新密市,1830,1
河南,郑州市,新密市,1891,1
河南,郑州市,新密市,1903,1
河南,郑州市,新密市,1908,1
河南,郑州市,新密市,1916,1
河南,郑州市,新密市,1947,1
河南,郑州市,新密市,1984,1
河南,郑州市,新密市,1987,1
河南,郑州市,新密市,1990,1
河南,郑州市,新密市,1991,2
河南,郑州市,新密市,1992,1
河南,郑州市,新密市,1993,3
河南,郑州市,新密市,1994,3
河南,郑州市,新密市,1995,4
河南,郑州市,新密市,1996,2
河南,郑州市,新密市,1997,1
河南,郑州市,新密市,1998,3
河南,郑州市,新密市,2001,3
河南,郑州市,新密市,2004,1
河南,郑州市,新密市,2008,1
河南,郑州市,新密市,2009,2
河南,郑州市,新密市,2012,2
河南,郑州市,新密市,2013,3
河南,郑州市,新密市,2015,3
河南,郑州市,新密市,2016,4
河南,郑州市,新密市,2017,2
河南,郑州市,新密市,2018,3
河南,郑州市,新密市,2022,2
河南,郑州市,新郑市,1690,1
河南,郑州市,新郑市,1993,1
河南,郑州市,新郑市,1997,1
河南,郑州市,新郑市,1998,1
河南,郑州市,新郑市,1999,1
河南,郑州市,新郑市,2000,1
河南,郑州市,新郑市,2005,1
河南,郑州市,新郑市,2007,1
河南,郑州市,新郑市,2014,3
河南,郑州市,新郑市,2015,2
河南,郑州市,新郑市,2016,3
河南,郑州市,新郑市,2017,2
河南,郑州市,新郑市,2018,2
河南,郑州市,新郑市,2019,1
河南,郑州市,新郑市,2020,1
河南,郑州市,登封市,1903,1
河南,郑州市,登封市,1981,1
河南,郑州市,登封市,1995,1
河南,郑州市,登封市,1997,2
河南,郑州市,登封市,2003,1
河南,郑州市,登封市,2006,2
河南,郑州市,登封市,2007,2
河南,郑州市,登封市,2008,7
河南,郑州市,登封市,2009,3
河南,郑州市,登封市,2011,2
河南,郑州市,登封市,2012,4
河南,郑州市,登封市,2014,1
河南,郑州市,登封市,2015,5
河南,郑州市,登封市,2017,5
河南,郑州市,登封市,2018,1
河南,郑州市,登封市,2019,2
河南,郑州市,登封市,2021,1
河南,郑州市,管城回族区,2011,1
河南,郑州市,管城回族区,2014,1
河南,郑州市,管城回族区,2019,1
河南,郑州市,管城回族区,2021,2
河南,郑州市,荥阳市,1628,1
河南,郑州市,荥阳市,1869,1
河南,郑州市,荥阳市,1886,1
河南,郑州市,荥阳市,1917,1
河南,郑州市,荥阳市,1932,1
河南,郑州市,荥阳市,1934,1
河南,郑州市,荥阳市,1989,1
河南,郑州市,荥阳市,1990,1
河南,郑州市,荥阳市,1992,1
河南,郑州市,荥阳市,1994,1
河南,郑州市,荥阳市,1995,2
河南,郑州市,荥阳市,1996,4
河南,郑州市,荥阳市,1997,1
河南,郑州市,荥阳市,1998,2
河南,郑州市,荥阳市,1999,2
河南,郑州市,荥阳市,2000,3
河南,郑州市,荥阳市,2001,2
河南,郑州市,荥阳市,2002,2
河南,郑州市,荥阳市,2004,1
河南,郑州市,荥阳市,2005,1
河南,郑州市,荥阳市,2006,3
河南,郑州市,荥阳市,2007,1
河南,郑州市,荥阳市,2008,4
河南,郑州市,荥阳市,2010,2
河南,郑州市,荥阳市,2011,2
河南,郑州市,荥阳市,2012,2
河南,郑州市,荥阳市,2013,1
河南,郑州市,荥阳市,2015,4
河南,郑州市,荥阳市,2017,7
河南,郑州市,荥阳市,2018,2
河南,郑州市,荥阳市,2019,2
河南,郑州市,荥阳市,2020,1
河南,郑州市,荥阳市,2022,1
河南,郑州市,郑州航空港经济综合实验区,2013,1
河南,郑州市,郑州航空港经济综合实验区,2016,1
河南,郑州市,郑州高新技术产业开发区,2002,1
河南,郑州市,郑州高新技术产业开发区,2015,1
河南,郑州市,金水区,2010,1
河南,郑州市,金水区,2013,1
河南,郑州市,金水区,2015,1
河南,驻马店市,上蔡县,1646,1
河南,驻马店市,上蔡县,1991,1
河南,驻马店市,上蔡县,2010,1
河南,驻马店市,上蔡县,2012,2
河南,驻马店市,上蔡县,2021,1
河南,驻马店市,平舆县,2005,2
河南,驻马店市,平舆县,2010,1
河南,驻马店市,新蔡县,1995,1
河南,驻马店市,新蔡县,2016,1
河南,驻马店市,新蔡县,2018,1
河南,驻马店市,正阳县,1920,1
河南,驻马店市,正阳县,1938,1
河南,驻马店市,正阳县,2017,1
河南,驻马店市,汝南县,1859,1
河南,驻马店市,汝南县,1900,1
河南,驻马店市,汝南县,1936,1
河南,驻马店市,汝南县,1941,1
河南,驻马店市,汝南县,1981,2
河南,驻马店市,汝南县,1999,1
河南,驻马店市,汝南县,2000,1
河南,驻马店市,汝南县,2019,1
河南,驻马店市,泌阳县,1977,1
河南,驻马店市,泌阳县,1990,1
河南,驻马店市,泌阳县,2010,1
河南,驻马店市,泌阳县,2014,1
河南,驻马店市,泌阳县,2016,2
河南,驻马店市,泌阳县,2017,1
河南,驻马店市,确山县,1934,1
河南,驻马店市,确山县,2006,1
河南,驻马店市,确山县,2021,1
河南,驻马店市,西平县,1895,1
河南,驻马店市,西平县,1916,1
河南,驻马店市,西平县,1918,1
河南,驻马店市,西平县,1920,2
河南,驻马店市,西平县,1923,1
河南,驻马店市,西平县,1928,1
河南,驻马店市,西平县,1930,1
河南,驻马店市,西平县,1931,1
河南,驻马店市,西平县,1941,1
河南,驻马店市,西平县,2003,1
河南,驻马店市,西平县,2013,3
河南,驻马店市,西平县,2014,1
河南,驻马店市,西平县,2015,1
河南,驻马店市,西平县,2016,2
河南,驻马店市,西平县,2017,3
河南,驻马店市,西平县,2021,1
河南,驻马店市,遂平县,2012,1
河南,驻马店市,遂平县,2016,1
河南,驻马店市,驿城区,2010,1
河南,驻马店市,驿城区,2017,1
河南,鹤壁市,浚县,1976,1
河南,鹤壁市,浚县,1987,1
河南,鹤壁市,浚县,1989,1
河南,鹤壁市,浚县,1998,3
河南,鹤壁市,浚县,2000,2
河南,鹤壁市,浚县,2014,1
河南,鹤壁市,浚县,2016,1
河南,鹤壁市,浚县,2018,1
河南,鹤壁市,浚县,2019,1
河南,鹤壁市,淇县,1960,1
河南,鹤壁市,淇县,1998,1
河南,鹤壁市,淇县,2012,1
河南,鹤壁市,淇县,2013,1
河南,鹤壁市,淇县,2014,2
河南,鹤壁市,淇县,2018,1
河南,鹤壁市,淇县,2020,1
河南,鹤壁市,淇滨区,2018,2
河南,鹤壁市,淇滨区,2021,1
河南,鹤壁市,鹤山区,2016,1
浙江,丽水市,云和县,1689,1
浙江,丽水市,云和县,1767,1
浙江,丽水市,云和县,1780,1
浙江,丽水市,云和县,1826,1
浙江,丽水市,云和县,1839,1
浙江,丽水市,云和县,1847,1
浙江,丽水市,云和县,1850,1
浙江,丽水市,云和县,1851,1
浙江,丽水市,云和县,1855,1
浙江,丽水市,云和县,1867,1
浙江,丽水市,云和县,1868,1
浙江,丽水市,云和县,1871,2
浙江,丽水市,云和县,1872,3
浙江,丽水市,云和县,1873,1
浙江,丽水市,云和县,1874,1
浙江,丽水市,云和县,1875,1
浙江,丽水市,云和县,1877,1
浙江,丽水市,云和县,1879,1
浙江,丽水市,云和县,1880,2
浙江,丽水市,云和县,1891,1
浙江,丽水市,云和县,1892,1
浙江,丽水市,云和县,1898,2
浙江,丽水市,云和县,1899,1
浙江,丽水市,云和县,1901,2
浙江,丽水市,云和县,1903,2
浙江,丽水市,云和县,1904,1
浙江,丽水市,云和县,1905,1
浙江,丽水市,云和县,1906,1
浙江,丽水市,云和县,1909,2
浙江,丽水市,云和县,1910,2
浙江,丽水市,云和县,1911,1
浙江,丽水市,云和县,1913,1
浙江,丽水市,云和县,1914,1
浙江,丽水市,云和县,1915,1
浙江,丽水市,云和县,1916,1
浙江,丽水市,云和县,1918,1
浙江,丽水市,云和县,1919,2
浙江,丽水市,云和县,1920,4
浙江,丽水市,云和县,1921,5
浙江,丽水市,云和县,1922,3
浙江,丽水市,云和县,1923,1
浙江,丽水市,云和县,1924,2
浙江,丽水市,云和县,1925,2
浙江,丽水市,云和县,1927,1
浙江,丽水市,云和县,1928,1
浙江,丽水市,云和县,1929,3
浙江,丽水市,云和县,1930,3
浙江,丽水市,云和县,1931,2
浙江,丽水市,云和县,1932,3
浙江,丽水市,云和县,1933,2
浙江,丽水市,云和县,1934,1
浙江,丽水市,云和县,1937,1
浙江,丽水市,云和县,1939,2
浙江,丽水市,云和县,1940,2
浙江,丽水市,云和县,1941,1
浙江,丽水市,云和县,1942,1
浙江,丽水市,云和县,1949,1
浙江,丽水市,云和县,1957,1
浙江,丽水市,云和县,1985,1
